YEAR,STATE NAME,CONSTITUENCY NAME,CONSTITUENCY NO,WINNER CANDIDATE NAME,GENDER,PARTY NAME,PARTY SYMBOL,TOTAL ELECTORS,TOTAL NUMBER OF VOTERS (MARGIN),VOTE %,Category,TOTAL NUMBER OF VOTE CASTED
1995,Maharashtra,,195,Bhumre Sandipanrao Asaram,M,Shivsena,Other,169287,18233,39.05%,GEN,112162
1995,Maharashtra,,196,Pandit Badamrao Lahuji,M,Independent,Free Symbol,165166,40267,63.07%,GEN,113155
1995,Maharashtra,,197,Jagtap Bajirao Sonaji,M,Independent,Free Symbol,193777,388,22.24%,GEN,132497
1995,Maharashtra,,198,Prof. Nawale Suresh Nivrutti,M,Shivsena,Other,206590,26691,48.94%,GEN,138404
1995,Maharashtra,,199,Darekar Sahebrao Nathuji,M,Independent,Free Symbol,194210,41479,55.54%,GEN,136466
1995,Maharashtra,,200,Bhai Tupe Janardhan Tatyaba,M,Peasants And Workers Party Of India,Cart,176127,18656,46.40%,GEN,114357
1995,Maharashtra,,201,Dr. Vimaltai Nandkishore Mundada,F,Bharatiya Janata Party,Lotus,192114,40330,55.93%,SC,129281
1995,Maharashtra,,202,Munde Gopinathrao Pandurang,M,Bharatiya Janata Party,Lotus,190698,28359,54.58%,GEN,142910
1995,Maharashtra,,203,Nagargoje Bhagwanrao Kerbaji,M,Bharatiya Janata Party,Lotus,143154,19422,50.89%,GEN,119128
1995,Maharashtra,,204,Prof. Patwari Manohar Digamberrao,M,Indian National Congress,Hand,162353,3337,25.94%,GEN,132362
1995,Maharashtra,,205,Gundile Ram Sambhaji,M,Bharatiya Janata Party,Lotus,129402,24971,39.90%,SC,104020
1995,Maharashtra,,206,Patil Shivajirao Balwantrao,M,Janata Dal,Arrow,247857,33824,56.37%,GEN,200280
1995,Maharashtra,,207,Narhire Kalpana Ramesh,F,Shivsena,Other,160341,25811,51.43%,SC,113112
1995,Maharashtra,,208,Patil Dnyaneshwar Raosaheb,M,Shivsena,Other,177616,5742,31.71%,GEN,124318
1995,Maharashtra,,209,Dr. Patil Padmasinh Bajirao,M,Indian National Congress,Hand,178932,37939,47.89%,GEN,130626
1995,Maharashtra,,210,Jadhav Kishanrao Sampatrao,M,Indian National Congress,Hand,148413,27519,45.75%,GEN,121543
1995,Maharashtra,,211,Jadhav Manikrao Bhimrao,M,Janata Dal,Arrow,163526,35994,56.08%,GEN,133801
1995,Maharashtra,,212,Prof. Gaikwad Ravindra Vishvanath,M,Shivsena,Other,172577,11933,51.55%,GEN,132580
1995,Maharashtra,,213,Khaple Manikrao Bhimrao,M,Peasants And Workers Party Of India,Cart,147901,26513,57.36%,GEN,108850
1995,Maharashtra,,214,Tanawade Babasaheb Sharannappa,M,Bharatiya Janata Party,Lotus,133389,4640,34.35%,GEN,103173
1995,Maharashtra,,215,Anandrao Narayan Deokate,M,Indian National Congress,Hand,147234,7036,36.56%,GEN,113596
1995,Maharashtra,,216,Adam Narsayya Narayan,M,Communist Party Of India (Marxist),Ears of Corn and Sickle,161099,2551,26.03%,GEN,113675
1995,Maharashtra,,217,Vallyal Lingraj Balirayya,M,Bharatiya Janata Party,Lotus,106616,15194,45.79%,GEN,78786
1995,Maharashtra,,218,Khandare Uttamprakash Baburao,M,Shivsena,Other,269397,12496,43.69%,SC,171568
1995,Maharashtra,,219,Dhoble Laxman Kondiba,M,Indian National Congress,Hand,157565,23195,52.85%,SC,115587
1995,Maharashtra,,220,Patil Rajan Baburao,M,Indian National Congress,Hand,139241,15922,48.13%,GEN,112859
1995,Maharashtra,,221,Dilip Gangadhar Sopal,M,Independent,Free Symbol,145735,5484,36.43%,GEN,116794
1995,Maharashtra,,222,Shinde Babanrao Vithalrao,M,Independent,Free Symbol,163048,20310,37.47%,GEN,130481
1995,Maharashtra,,223,Paricharak Sudhakar Ramchandra,M,Indian National Congress,Hand,200618,6170,47.38%,GEN,169035
1995,Maharashtra,,224,Patil Shahajibapu Rajaram,M,Indian National Congress,Hand,189538,192,48.26%,GEN,153155
1995,Maharashtra,,225,Nohite Patil Vijaysinh Shankarrao,M,Indian National Congress,Hand,187030,19462,54.90%,GEN,154302
1995,Maharashtra,,226,Bagal Digambar Murlidhar,M,Independent,Free Symbol,127947,3938,43.65%,GEN,104056
1995,Maharashtra,,227,Lokhande Sadashiv Kisan,M,Bharatiya Janata Party,Lotus,167453,25435,54.58%,SC,117762
1995,Maharashtra,,228,Pachapute Babanrao Bhikaji,M,Indian National Congress,Hand,189936,18524,43.26%,GEN,150147
1995,Maharashtra,,229,Rathod Anil Ramkisan,M,Shivsena,Other,193818,25828,47.37%,GEN,129396
1995,Maharashtra,,230,Kardile Shivaji Bhanudas,M,Independent,Free Symbol,210561,26714,41.33%,GEN,151363
1995,Maharashtra,,231,Rajale Appasaheb Dadaba,M,Indian National Congress,Hand,174876,4270,38.33%,GEN,106555
1995,Maharashtra,,232,Abhang Pandurang Gamaji,M,Indian National Congress,Hand,172281,12,40.21%,GEN,127557
1995,Maharashtra,,233,Murkute Bhanudas Kashinath,M,Indian National Congress,Hand,141859,18266,51.63%,GEN,105596
1995,Maharashtra,,234,Vikhe Radhkrishna Eknath Rao,M,Indian National Congress,Hand,146583,30461,60.20%,GEN,108828
1995,Maharashtra,,235,Kolhe Shankarrao Genuji,M,Indian National Congress,Hand,147538,6842,48.70%,GEN,110874
1995,Maharashtra,,236,Tanapure Prasadrao Baburao,M,Indian National Congress,Hand,164580,5023,45.64%,GEN,129549
1995,Maharashtra,,237,Zaware Patil Vasantrao Krushnarao,M,Indian National Congress,Hand,141195,6562,25.75%,GEN,112196
1995,Maharashtra,,238,Thorat Vijay Alias Balasaheb Bhausaheb,M,Indian National Congress,Hand,188292,14654,50.97%,GEN,144423
1995,Maharashtra,,239,Pichad Madhukar Kashinath,M,Indian National Congress,Hand,184625,33032,54.85%,ST,141757
1995,Maharashtra,,240,Dangat Balasaheb Savalerambuva,M,Shivsena,Other,167760,17007,43.18%,GEN,137930
1995,Maharashtra,,241,Valse Patil Dilip Dattatraya,M,Indian National Congress,Hand,134257,6456,51.02%,GEN,111750
1995,Maharashtra,,242,Narayanrao Baburao Pawar,M,Indian National Congress,Hand,176644,3839,44.61%,GEN,135472
1995,Maharashtra,,243,Dhore Ruplekha Khanderao,F,Bharatiya Janata Party,Lotus,176340,20552,53.07%,GEN,134627
1995,Maharashtra,,244,Ashokraonamdeorao Mohol,M,Indian National Congress,Hand,242470,9934,46.11%,GEN,159535
1995,Maharashtra,,245,Babar Gajanan Dharamshi,M,Shivsena,Other,495004,7748,35.26%,GEN,312277
1995,Maharashtra,,246,Moze Rambhau Genba,M,Indian National Congress,Hand,179295,21382,42.25%,GEN,121651
1995,Maharashtra,,247,Shshikant Sutar,M,Shivsena,Other,295630,24290,51.61%,GEN,198447
1995,Maharashtra,,248,Kamble Dilip Dnyandev,M,Bharatiya Janata Party,Lotus,309160,22705,41.26%,SC,200635
1995,Maharashtra,,249,Girish Bapat,M,Bharatiya Janata Party,Lotus,123312,20760,58.31%,GEN,90969
1995,Maharashtra,,250,Deepak Natharam Payagude,M,Shivsena,Other,171879,13245,41.90%,GEN,114715
1995,Maharashtra,,251,Appa Alias Suryakant Laxman Lonkar,M,Shivsena,Other,273394,2420,44.12%,GEN,176806
1995,Maharashtra,,252,Gawade Popatrao Hariba,M,Indian National Congress,Hand,157352,678,30.78%,GEN,119877
1995,Maharashtra,,253,Kool Subhash Baburao,M,Indian National Congress,Hand,219630,92670,76.43%,GEN,159510
1995,Maharashtra,,254,Patil Harshwadhan Shahati Rao,M,Independent,Free Symbol,181617,11176,39.10%,GEN,151200
1995,Maharashtra,,255,Pawar Ajit Anantrao,M,Indian National Congress,Hand,162185,77335,71.91%,GEN,127236
1995,Maharashtra,,256,Dada Jadhavrao,M,Janata Dal,Arrow,187740,43386,64.02%,GEN,141092
1995,Maharashtra,,257,Anantrao Thopate,M,Indian National Congress,Hand,132427,17032,53.19%,GEN,107263
1995,Maharashtra,,258,Naik Nimbalkar Ramraje Pratapsingh,M,Independent,Free Symbol,168588,42449,63.93%,GEN,132665
1995,Maharashtra,,259,Waghamare D.G.,M,Independent,Free Symbol,173173,23921,53.44%,SC,124938
1995,Maharashtra,,260,Gudage Mohanrao Pandurang,M,Independent,Free Symbol,158552,595,42.55%,GEN,123424
1995,Maharashtra,,261,Jagtap Shankarrao Chimaji,M,Indian National Congress,Hand,154436,5986,50.01%,GEN,119559
1995,Maharashtra,,262,Pisal Madanrao Ganpatrao,M,Independent,Free Symbol,141592,10658,45.36%,GEN,114105
1995,Maharashtra,,263,Sapkal Sadashiv Pandurang (Bhau),M,Shivsena,Other,175042,4900,40.51%,GEN,124669
1995,Maharashtra,,264,Abhaysinh Shahumaharaj Bhosale,M,Indian National Congress,Hand,188262,52568,62.17%,GEN,133597
1995,Maharashtra,,265,Patankar Vikramsinh Ranjitsinh,M,Indian National Congress,Hand,155832,736,49.85%,GEN,119150
1995,Maharashtra,,266,P.D. Patil,M,Independent,Free Symbol,183487,14688,48.73%,GEN,138445
1995,Maharashtra,,267,Patil Vilasrao Balkrishna,M,Indian National Congress,Hand,169607,21372,53.93%,GEN,128659
1995,Maharashtra,,268,Naik Shivajirao Yeshwantrao,M,Independent,Free Symbol,162697,17757,54.14%,GEN,134579
1995,Maharashtra,,269,Patil Jayant Rajaram,M,Indian National Congress,Hand,184768,63211,65.45%,GEN,144545
1995,Maharashtra,,270,Deshmukh Sampatrao Vyankatrao,M,Independent,Free Symbol,165820,7265,50.44%,GEN,141354
1995,Maharashtra,,271,Pawar Sambhaji Hari,M,Janata Dal,Arrow,181457,11767,36.55%,GEN,140311
1995,Maharashtra,,272,Patil Sharad Ramgonda,M,Janata Dal,Arrow,182845,44615,49.81%,GEN,137384
1995,Maharashtra,,273,Patil Ravasaheb Ramrao,M,Indian National Congress,Hand,144019,49845,66.25%,GEN,120006
1995,Maharashtra,,274,Deshmukh Rajendra @ Nathajirao Rastumrao,M,Independent,Free Symbol,169280,20290,54.06%,GEN,136887
1995,Maharashtra,,275,Ghorpade Ajitrao Shankarrao,M,Independent,Free Symbol,160640,11890,52.97%,GEN,137106
1995,Maharashtra,,276,Kamble Madhukar Shankar,M,Independent,Free Symbol,163752,16159,48.76%,SC,111340
1995,Maharashtra,,277,Anna Alias Ratnappa Bharmappa Kumbhar,M,Indian National Congress,Hand,205797,26168,52.20%,GEN,163848
1995,Maharashtra,,278,Awade Prakash Kallappa,M,Indian National Congress,Hand,223027,2443,46.63%,GEN,176037
1995,Maharashtra,,279,Awale Jaywant Gangaram,M,Indian National Congress,Hand,186941,3085,32.04%,SC,137172
1995,Maharashtra,,280,Gaikwad Sanjaysinh Jayasingrao,M,Independent,Free Symbol,158413,12448,47.23%,GEN,124148
1995,Maharashtra,,281,Patil Yashwantrao Ekanath,M,Indian National Congress,Hand,145406,15311,41.61%,GEN,110935
1995,Maharashtra,,282,Pawar Patil Sampatrao Shamrao (Bapu),M,Peasants And Workers Party Of India,Cart,166333,3302,47.13%,GEN,134186
1995,Maharashtra,,283,Bhoite Namdevrao Shankar,M,Independent,Free Symbol,173400,3015,31.72%,GEN,136089
1995,Maharashtra,,284,Salokhe Suresh Balwant,M,Shivsena,Other,185390,14301,39.95%,GEN,128949
1995,Maharashtra,,285,Digvijay Bhausaheb Khanvilkar,M,Indian National Congress,Hand,217957,31532,49.42%,GEN,161957
1995,Maharashtra,,286,Mandalik Sadashivrao Dadoba,M,Indian National Congress,Hand,156969,10923,53.01%,GEN,134171
1995,Maharashtra,,287,Desai Krishnarao Rakhamajirao Alias Babasaheb Kupekar,M,Indian National Congress,Hand,155836,11377,42.56%,GEN,128653
1995,Maharashtra,,288,Patil Bharmu Subrao,M,Independent,Free Symbol,156242,5083,45.68%,GEN,127720
1999,Maharashtra,,1,Dalvi Shivram Gopal,M,Shivsena,Other,149207,1231,40.47%,GEN,77236
1999,Maharashtra,,2,Kambli Shankar Shivram,M,Shivsena,Other,128837,10318,43.43%,GEN,65372
1999,Maharashtra,,3,Narayan Tatu Rane,M,Shivsena,Other,123618,27310,61.73%,GEN,66468
1999,Maharashtra,,4,Appa Gogate,M,Bharatiya Janata Party,Lotus,111600,9599,39.95%,GEN,58236
1999,Maharashtra,,5,Kadam Ganpat Daulat,M,Shivsena,Other,135112,10178,45.08%,GEN,72352
1999,Maharashtra,,6,Bal Mane,M,Bharatiya Janata Party,Lotus,184513,12313,47.76%,GEN,92123
1999,Maharashtra,,7,Ravindra Muralidhar Mane,M,Shivsena,Other,142163,15797,43.35%,GEN,80979
1999,Maharashtra,,8,Dr Natu Vinay Shridhar,M,Bharatiya Janata Party,Lotus,138696,13735,49.41%,GEN,78649
1999,Maharashtra,,9,Bhaskar Bahurao Jadhav,M,Shivsena,Other,135194,1776,49.89%,GEN,92054
1999,Maharashtra,,10,Kadam Ramdas Gangaram,M,Shivsena,Other,134063,26739,63.95%,GEN,85446
1999,Maharashtra,,11,Dalvi Suryakant Shivram,M,Shivsena,Other,137943,22090,57.83%,GEN,87742
1999,Maharashtra,,12,More Prabhakar Sundarrao,M,Shivsena,Other,141950,3247,49.23%,GEN,93862
1999,Maharashtra,,13,Sawant Shyam Tukaram,M,Shivsena,Other,160842,9371,35.94%,GEN,96540
1999,Maharashtra,,14,Tatkare Sunil Dattatraya,M,Nationalist Congress Party,Bow and Arrow,156917,7453,47.85%,GEN,86876
1999,Maharashtra,,15,Mohan Mahadeo Patil,M,Peasants And Workers Party Of India,Cart,185152,2613,35.05%,GEN,110606
1999,Maharashtra,,16,Meenakshi Patil,F,Peasants And Workers Party Of India,Cart,197501,17802,47.73%,GEN,112001
1999,Maharashtra,,17,Patil Vivek Shankar,M,Peasants And Workers Party Of India,Cart,243231,15496,46.23%,GEN,134620
1999,Maharashtra,,18,Lad Suresh Narayan,M,Nationalist Congress Party,Bow and Arrow,212813,4962,33.32%,GEN,110608
1999,Maharashtra,,19,Patrawala Marazban Jal,M,Indian National Congress,Hand,130348,11273,50.41%,GEN,46090
1999,Maharashtra,,20,Patel Bashir Moosa,M,Samajwadi Party,Cycle,120784,1788,38.58%,GEN,46607
1999,Maharashtra,,21,Raj K. Purohit,M,Bharatiya Janata Party,Lotus,98931,11512,63.05%,GEN,39370
1999,Maharashtra,,22,Atul Shah,M,Bharatiya Janata Party,Lotus,109917,4152,42.72%,GEN,47757
1999,Maharashtra,,23,Padwal Chandrakant Shankar,M,Shivsena,Other,95522,4537,50.74%,GEN,44076
1999,Maharashtra,,24,Mangalprabhat Lodha,M,Bharatiya Janata Party,Lotus,163779,12382,52.63%,GEN,79032
1999,Maharashtra,,25,Anna Alias Madhu Chavan,M,Indian National Congress,Hand,135055,3318,35.33%,GEN,59856
1999,Maharashtra,,26,Sayyed Ahmed Alinki,M,Indian National Congress,Hand,122946,2130,36.55%,GEN,51234
1999,Maharashtra,,27,Bala Nandgaonkar,M,Shivsena,Other,128058,15904,49.00%,GEN,56334
1999,Maharashtra,,28,Dagadu (Dada) Sakpal,M,Shivsena,Other,140060,21936,54.53%,GEN,65575
1999,Maharashtra,,29,Ahir Sachin Mohan,M,Nationalist Congress Party,Bow and Arrow,153232,5338,43.40%,GEN,73791
1999,Maharashtra,,30,Dattaji Nalawde,M,Shivsena,Other,133225,10930,43.95%,GEN,61418
1999,Maharashtra,,31,Kolambkar Kalidas Nilkanth,M,Shivsena,Other,148903,31430,61.61%,GEN,72610
1999,Maharashtra,,32,Vishakha Raut,F,Shivsena,Other,136624,13779,48.49%,GEN,70747
1999,Maharashtra,,33,Chandrakanta Goyal,F,Bharatiya Janata Party,Lotus,223252,1759,38.35%,GEN,97125
1999,Maharashtra,,34,Gambhir Suresh Anant,M,Shivsena,Other,149283,23918,56.72%,GEN,72073
1999,Maharashtra,,35,Eknath M. Gaikwad,M,Indian National Congress,Hand,270033,9414,46.93%,SC,110988
1999,Maharashtra,,36,Baba Ziauddan Siddique,M,Indian National Congress,Hand,174948,8904,47.89%,GEN,80137
1999,Maharashtra,,37,Prof. J. C. Chandurkar,M,Indian National Congress,Hand,199171,2359,41.94%,GEN,90463
1999,Maharashtra,,38,Vinayak Raut,M,Shivsena,Other,212707,1709,45.64%,GEN,99696
1999,Maharashtra,,39,Baldev Khosa,M,Indian National Congress,Hand,357990,11468,47.90%,GEN,146520
1999,Maharashtra,,40,Kripashankar Ramniranjan Singh,M,Indian National Congress,Hand,256685,9130,50.32%,GEN,122480
1999,Maharashtra,,41,Suresh Shetty,M,Indian National Congress,Hand,351514,14157,50.62%,GEN,159193
1999,Maharashtra,,42,Nandkumar Kale,M,Shivsena,Other,241616,35043,56.98%,GEN,100076
1999,Maharashtra,,43,Gajanan Kirtikar,M,Shivsena,Other,512420,9815,43.71%,GEN,217833
1999,Maharashtra,,44,Mehta Pradhuman Umiyashankar,M,Indian National Congress,Hand,428579,2338,49.49%,GEN,160750
1999,Maharashtra,,45,Hemendra Mehta,M,Bharatiya Janata Party,Lotus,494845,57933,62.90%,GEN,203145
1999,Maharashtra,,46,Ashraf Sayed Sohail,M,Indian National Congress,Hand,436177,33236,47.58%,GEN,201319
1999,Maharashtra,,47,Pramod Shirwalkar,M,Bharatiya Janata Party,Lotus,260133,40391,51.20%,GEN,113521
1999,Maharashtra,,48,Nawab Malik,M,Samajwadi Party,Cycle,220225,18458,45.93%,GEN,104854
1999,Maharashtra,,49,Khan Mohd. Arif Naseem,M,Indian National Congress,Hand,425610,23021,45.55%,GEN,191128
1999,Maharashtra,,50,Prakash Mehta,M,Bharatiya Janata Party,Lotus,222426,44952,61.82%,GEN,114278
1999,Maharashtra,,51,Dake Liladhar Balaji,M,Shivsena,Other,321069,8756,42.15%,GEN,152613
1999,Maharashtra,,52,Sardar Tarasing,M,Bharatiya Janata Party,Lotus,324925,32395,51.99%,GEN,155739
1999,Maharashtra,,53,M.D.Joshi,M,Shivsena,Other,378372,10479,45.68%,GEN,147615
1999,Maharashtra,,54,Sitaram Bhoir,M,Shivsena,Other,890784,2786,34.21%,GEN,239027
1999,Maharashtra,,55,Kalani Suresh( Pappu) Budharmal,M,Native People'S Party,Other,405656,34313,64.08%,GEN,99764
1999,Maharashtra,,56,Shaikh Sabir Haji Karim,M,Shivsena,Other,437149,14659,46.67%,GEN,138574
1999,Maharashtra,,57,Patil Jagnnath Shivram,M,Bharatiya Janata Party,Lotus,485388,41321,57.66%,GEN,176115
1999,Maharashtra,,58,Gotiram Padu Pawar,M,Nationalist Congress Party,Bow and Arrow,175401,17751,47.84%,GEN,101983
1999,Maharashtra,,59,Savara Vishnu Rama,M,Bharatiya Janata Party,Lotus,248123,32848,47.11%,ST,116105
1999,Maharashtra,,60,Abdul Rasheed Mohd. Tahir Momin,M,Indian National Congress,Hand,438978,22577,40.98%,GEN,161686
1999,Maharashtra,,61,Hitendra Vishnu Thakur,M,Independent,Free Symbol,348201,50428,56.42%,GEN,151288
1999,Maharashtra,,62,Manisha Manohar Nimkar,F,Shivsena,Other,196571,24342,55.54%,ST,82843
1999,Maharashtra,,63,Ghoda Krishna Arjun,M,Nationalist Congress Party,Bow and Arrow,227001,11387,36.18%,ST,113035
1999,Maharashtra,,64,Varatha Ramjee Mahadu,M,Communist Party Of India (Marxist),Ears of Corn and Sickle,204024,15891,41.14%,ST,115395
1999,Maharashtra,,65,Daroda Daulat Bhika,M,Shivsena,Other,158554,4370,36.22%,ST,80869
1999,Maharashtra,,66,Gangad Pandurang Chapu (Baba),M,Shivsena,Other,157998,628,29.98%,ST,72749
1999,Maharashtra,,67,Aher (Dr.) Daulatrao Sonuji,M,Bharatiya Janata Party,Lotus,344826,23874,47.51%,GEN,154884
1999,Maharashtra,,68,Gholap Baban Shankar,M,Independent,Free Symbol,282334,3708,47.01%,SC,124765
1999,Maharashtra,,69,Kokate Manikrao Shivaji,M,Shivsena,Other,156257,23357,58.42%,GEN,113091
1999,Maharashtra,,70,Kadam Mandakini Raosaheb,F,Shivsena,Other,192028,12065,36.78%,GEN,117528
1999,Maharashtra,,71,Patil Kalyanrao Jayawantrao,M,Shivsena,Other,181620,221,34.68%,GEN,113659
1999,Maharashtra,,72,Aher Anilkumar Gangadhar,M,Indian National Congress,Hand,181736,15534,35.34%,GEN,101735
1999,Maharashtra,,73,Shaikh Rashid Shaikh Shafi,M,Indian National Congress,Hand,230334,26179,55.26%,GEN,134703
1999,Maharashtra,,74,Hire Prashant Venkatrao,M,Nationalist Congress Party,Bow and Arrow,168685,6029,38.21%,GEN,108092
1999,Maharashtra,,75,Kotwal Shirishkumar Vasantrao,M,Nationalist Congress Party,Bow and Arrow,158120,21864,58.74%,GEN,104413
1999,Maharashtra,,76,Charoskar Ramdas Kisan,M,Nationalist Congress Party,Bow and Arrow,186149,10971,32.28%,ST,100750
1999,Maharashtra,,77,Gavit Jiva Pandu,M,Communist Party Of India (Marxist),Ears of Corn and Sickle,158157,11212,42.01%,ST,104159
1999,Maharashtra,,78,Pawar Arjun Tulshiram,M,Nationalist Congress Party,Bow and Arrow,165550,10536,42.99%,ST,98087
1999,Maharashtra,,79,Ahire Shankar Daulat,M,Bharatiya Janata Party,Lotus,196387,8510,32.48%,ST,85902
1999,Maharashtra,,80,Suryavanshi Vasant Dodha,M,Bharipa Bahujan Mahasangha,Other,196385,7286,40.49%,ST,90092
1999,Maharashtra,,81,Naik Surupsing Hirya,M,Indian National Congress,Hand,196105,24505,52.81%,ST,126686
1999,Maharashtra,,82,Gavit Vijaykumar Krishnarao,M,Nationalist Congress Party,Bow and Arrow,186944,4694,50.62%,ST,121897
1999,Maharashtra,,83,Valvi Padmakar Vijesing,M,Indian National Congress,Hand,161907,19015,52.92%,ST,98209
1999,Maharashtra,,84,Ad. K.C. Padvi,M,Indian National Congress,Hand,157478,11805,44.54%,ST,88355
1999,Maharashtra,,85,Dr. Deshmukh Hemant Bhaskar,M,Nationalist Congress Party,Bow and Arrow,182883,4020,42.57%,GEN,108810
1999,Maharashtra,,86,Amrishbhai Patel,M,Indian National Congress,Hand,194149,29871,56.81%,GEN,125062
1999,Maharashtra,,87,Patil Ramkrishna Dodha,M,Shivsena,Other,160701,6213,39.77%,GEN,95194
1999,Maharashtra,,88,Patil Rohidas Chudaman,M,Indian National Congress,Hand,172532,445,48.05%,GEN,100203
1999,Maharashtra,,89,Anil (Anna) Gote,M,Samajwadi Janata Party (Maharashtra),Haldhar within Wheel (Chakra),237423,3676,34.64%,GEN,118323
1999,Maharashtra,,90,Ghode Sahebrao Sitaram,M,Bharatiya Janata Party,Lotus,197404,4041,46.21%,SC,100969
1999,Maharashtra,,91,Patil Chimanrao Rupchand,M,Shivsena,Other,197764,5028,39.51%,GEN,119050
1999,Maharashtra,,92,Dr. Patil B.S.,M,Bharatiya Janata Party,Lotus,173050,27000,50.03%,GEN,98986
1999,Maharashtra,,93,Arunlal Govardhandas Gujarathi,M,Nationalist Congress Party,Bow and Arrow,156155,2110,38.82%,GEN,98236
1999,Maharashtra,,94,Patil Gulab Raghunath,M,Shivsena,Other,173459,4090,42.73%,GEN,104633
1999,Maharashtra,,95,Jain Sureshkumar Bhikamchand,M,Shivsena,Other,232778,22684,46.70%,GEN,136972
1999,Maharashtra,,96,Tatyasaheb R.O. Patil,M,Shivsena,Other,185126,16844,42.98%,GEN,107800
1999,Maharashtra,,97,Mahajan Girish Dattatraya,M,Bharatiya Janata Party,Lotus,166655,14937,47.12%,GEN,119735
1999,Maharashtra,,98,Bhole Dilip Atmaram,M,Shivsena,Other,216517,10961,36.76%,GEN,121108
1999,Maharashtra,,99,Haribhau Madhao Jawale,M,Bharatiya Janata Party,Lotus,149010,412,40.10%,GEN,95320
1999,Maharashtra,,100,Mahajan Rajaram Ganu,M,Indian National Congress,Hand,161865,6468,43.38%,GEN,110001
1999,Maharashtra,,101,Eknath Ganapat Khadse,M,Bharatiya Janata Party,Lotus,174341,25056,49.05%,GEN,120740
1999,Maharashtra,,102,Sancheti Chainsukh Madanlal,M,Bharatiya Janata Party,Lotus,160068,16846,42.09%,GEN,112131
1999,Maharashtra,,103,Sawale Drupatrao Bhagwanrao,M,Indian National Congress,Hand,187980,7290,32.98%,GEN,127582
1999,Maharashtra,,104,Khedekar Rekha Purushottam,F,Bharatiya Janata Party,Lotus,179256,8261,46.17%,GEN,116781
1999,Maharashtra,,105,Dr. Shingne Rajendra Bhaskarrao,M,Nationalist Congress Party,Bow and Arrow,179262,19390,49.52%,GEN,123410
1999,Maharashtra,,106,Jadhao Prataprao Ganpatrao,M,Shivsena,Other,161575,34531,48.85%,GEN,114923
1999,Maharashtra,,107,Sananda Dilip Kumar Gokulchand,M,Indian National Congress,Hand,192935,12331,41.52%,GEN,134046
1999,Maharashtra,,108,Ingle Krushnarao Ganpatrao,M,Indian National Congress,Hand,167987,5356,40.51%,GEN,105578
1999,Maharashtra,,109,Bodkhe Ramdas Maniram,M,Bharipa Bahujan Mahasangha,Other,169573,9491,35.07%,GEN,100936
1999,Maharashtra,,110,Dr. Bhande Dashrath Motiram,M,Bharipa Bahujan Mahasangha,Other,229374,11390,40.32%,GEN,127297
1999,Maharashtra,,111,Govardhan Mangilal Sharma,M,Bharatiya Janata Party,Lotus,207147,2515,46.28%,GEN,111598
1999,Maharashtra,,112,Tayade Laxmanrao Babuji,M,Indian National Congress,Hand,176716,10852,39.49%,GEN,101873
1999,Maharashtra,,113,Vijay Tulshiramji Jadhao,M,Bharatiya Janata Party,Lotus,154539,6263,47.93%,GEN,94705
1999,Maharashtra,,114,Prof. Shikhre Yadavrao Punjaji,M,Bharatiya Janata Party,Lotus,172423,16270,44.09%,SC,102472
1999,Maharashtra,,115,Subhash Pandharinath Thakare,M,Nationalist Congress Party,Bow and Arrow,175981,3577,33.10%,GEN,103871
1999,Maharashtra,,116,Dhotre Sanjay Shamrao,M,Bharatiya Janata Party,Lotus,169395,4700,47.25%,GEN,89260
1999,Maharashtra,,117,Babasaheb Dhabekar,M,Indian National Congress,Hand,157062,2881,41.53%,GEN,91446
1999,Maharashtra,,118,Bharsakale Prakash Gunwantrao,M,Shivsena,Other,158462,12654,38.66%,GEN,102212
1999,Maharashtra,,119,Rajkumar Dayaram Patel,M,Bharatiya Janata Party,Lotus,191002,3335,41.06%,ST,106436
1999,Maharashtra,,120,Deshmukh Vasudhatai Pundlikrao,F,Indian National Congress,Hand,179553,2231,30.13%,GEN,116178
1999,Maharashtra,,121,Nareshchandra Panjabrao Thakare,M,Indian National Congress,Hand,174211,2703,35.79%,GEN,104378
1999,Maharashtra,,122,Sahebrao Ramchandra Tatte,M,Bharatiya Janata Party,Lotus,149159,1125,38.23%,GEN,92280
1999,Maharashtra,,123,Band Sanjay Raosaheb,M,Shivsena,Other,155379,19199,47.04%,GEN,86504
1999,Maharashtra,,124,Dr. Deshmukh Sunil Panhjabrao,M,Indian National Congress,Hand,235868,9870,43.73%,GEN,130974
1999,Maharashtra,,125,Dnyaneshwar Dhane Patil,M,Shivsena,Other,204622,11556,40.48%,GEN,113831
1999,Maharashtra,,126,Adsad Arunbhau Janardhan,M,Bharatiya Janata Party,Lotus,151179,1773,33.92%,GEN,95077
1999,Maharashtra,,127,Kale Dr. Sharad,M,Indian National Congress,Hand,181958,12643,39.55%,GEN,110997
1999,Maharashtra,,128,Kamble Ranjit Prataprao,M,Indian National Congress,Hand,184498,20651,43.64%,GEN,103060
1999,Maharashtra,,129,Shende Pramod Bhausaheb,M,Indian National Congress,Hand,198143,8037,38.59%,GEN,117085
1999,Maharashtra,,130,Shinde Ashok Shamrao,M,Shivsena,Other,215031,12418,43.19%,GEN,125281
1999,Maharashtra,,131,Vasantrao Balaji Itkelwar,M,Independent,Free Symbol,167007,9051,34.94%,GEN,108600
